Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
422,Shellos,,Water,,76,48,48,57,62,34,Purple,4,4,0.3,6.3,Squiggle,0,"Found in abundance on seashores bordering warm waters.
Shellos are unexpectedly friendly and will crawl toward any
person they see. Take care not to get coated in mucus!",422,Sticky Hold,Storm Drain,Sand Force,Sea Slug Pokémon
423,Gastrodon,,Water,Ground,111,83,68,92,82,39,Purple,4,4,0.9,29.9,Squiggle,0,"Eats beach sand for nourishment. Should one Gastrodon
encounter another of a different color, a fierce battle will inevitably ensue.",423,Sticky Hold,Storm Drain,Sand Force,Sea Slug Pokémon
424,Ambipom,,Normal,,75,100,66,60,66,115,Purple,4,4,1.2,20.3,Upright,0,"To affirm their kinship, members of this species will form a ring
by linking their newly doubled tails together. On rare occasions,
humans have been accepted into such rings.",424,Technician,Pickup,Skill Link,Long Tail Pokémon
425,Drifloon,,Ghost,Flying,90,50,34,60,44,70,Purple,4,4,0.4,1.2,Arms,0,"Said to lure away young children and carry them off to the
afterlife. Some whisper that Drifloon are formed of reincarnated
human souls, but these rumors are as yet unconfirmed.",425,Aftermath,Unburden,Flare Boost,Balloon Pokémon
426,Drifblim,,Ghost,Flying,150,80,44,90,54,80,Purple,4,4,1.2,15.0,Arms,0,"It drifts along at dusk, perfectly silent. Its transient, melancholy
aspect touches some people deeply—every so often, one will
come upon a song or poem devoted to Drifblim.",426,Aftermath,Unburden,Flare Boost,Blimp Pokémon
427,Buneary,,Normal,,55,66,44,44,56,85,Brown,4,4,0.4,5.5,Upright,0,"My hypothesis as to why Buneary rolls up its ears is that its
hearing is far too keen. I surmise that the Pokémon protects its
hearing by limiting the sound that may enter its ears.",427,Run Away,Klutz,Limber,Rabbit Pokémon
428,Lopunny,,Normal,,65,76,84,54,96,105,Brown,4,4,1.2,33.3,Upright,0,"Its fur is warm and yet remarkably light. This Pokémon kicks as
though it were a master of karate, driving back its opponents
with ease.",428,Cute Charm,Klutz,Limber,Rabbit Pokémon
428,Lopunny,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,Brown,6,4,1.3,28.3,Upright,1,It swings its ears like whips and strikes its enemies with them. It has an intensely combative disposition.,10088,Scrappy,,,Rabbit Pokémon
429,Mismagius,,Ghost,,60,60,60,105,105,105,Purple,4,4,0.9,4.4,Ball,0,"The incantations Mismagius chants can ward against misfortune,
so a custom exists of inviting it into one's home. Incur the
Pokémon's displeasure, however, and disaster will surely ensue.",429,Levitate,,,Magical Pokémon
430,Honchkrow,,Dark,Flying,100,125,52,105,52,71,Black,4,4,0.9,27.3,Wings,0,"One cry from this Pokémon, and a murder of Murkrow come
flying. At such times, one would think the curtain of night had
fallen, plunging the world into jet-black darkness.",430,Insomnia,Super Luck,Moxie,Big Boss Pokémon
431,Glameow,,Normal,,49,55,42,42,37,85,Gray,4,6,0.5,3.9,Quadruped,0,"Bewitches humans with its helical tail and piercing gaze.
Its hidden claws are quite sharp as well, making this Pokémon
an exceedingly tricky opponent if antagonized.",431,Limber,Own Tempo,Keen Eye,Catty Pokémon
432,Purugly,,Normal,,71,82,64,64,59,112,Gray,4,6,1.0,43.8,Quadruped,0,"Though impudent and difficult to tame, Purugly enjoys great
popularity due to its fur, the beauty of which surpasses
even velveteen.",432,Thick Fat,Own Tempo,Defiant,Tiger Cat Pokémon
433,Chingling,,Psychic,,45,30,50,65,50,45,Yellow,4,4,0.2,0.6,Humanoid,0,"This Pokémon gave me an excruciating headache when it
seemingly cried out without making a sound. Perhaps there are
some sounds that the human ear is simply incapable of hearing.",433,Levitate,,,Bell Pokémon
434,Stunky,,Poison,Dark,63,63,47,41,41,74,Purple,4,4,0.4,19.2,Quadruped,0,"The poison that gushes from its aft end is accompanied by an
utterly evil-smelling odor with such potency that one whiff can
induce memory loss.",434,Stench,Aftermath,Keen Eye,Skunk Pokémon
435,Skuntank,,Poison,Dark,103,93,67,71,61,84,Purple,4,4,1.0,38.0,Quadruped,0,"Sprays a poisonous fluid to take down prey. Sometimes, unable
to stomach the stench of its own fluid, it leaves the bested
prey uneaten.",435,Stench,Aftermath,Keen Eye,Skunk Pokémon
436,Bronzor,,Steel,Psychic,57,24,86,24,86,23,Green,4,-1,0.5,60.5,Ball,0,"Floats using a mysterious energy. The pattern engraved upon its
back is held as sacred and can sometimes be found in imagery
from ancient cemeteries and other such timeworn places.",436,Levitate,Heatproof,Heavy Metal,Bronze Pokémon
437,Bronzong,,Steel,Psychic,67,89,116,79,116,33,Green,4,-1,1.3,187.0,Arms,0,"Some believe that its bell-like cry opens holes to another world.
It has been revered as a deity since ancient times.",437,Levitate,Heatproof,Heavy Metal,Bronze Bell Pokémon
438,Bonsly,,Rock,,50,80,95,10,45,10,Brown,4,4,0.5,15.0,Legs,0,"Its tears elicit sympathy from those who see them, but do
not be deceived! This expulsion of body water is merely a
physiological mechanism for keeping itself in good health.",438,Sturdy,Rock Head,Rattled,Bonsai Pokémon
439,Mime Jr.,,Psychic,Fairy,20,25,45,70,90,60,Pink,4,4,0.6,13.0,Humanoid,0,"Known to turn up in bustling marketplaces now and again.
It mimics people much as a child would, then watches how they
react, eyes sparkling.",439,Soundproof,Filter,Technician,Mime Pokémon
440,Happiny,,Normal,,100,5,5,15,65,30,Pink,4,8,0.6,24.4,Humanoid,0,"In imitation of Chansey, it keeps a round stone tucked into its
belly pouch and cherishes it dearly. It gets along well with
children and will sometimes play house with them for fun.",440,Natural Cure,Serene Grace,Friend Guard,Playhouse Pokémon
441,Chatot,,Normal,Flying,76,65,45,92,42,91,Black,4,4,0.5,1.9,Wings,0,"A versatile performer skilled in the imitation of human speech.
It is said that older, more experienced Chatot can even
understand the meaning of the words they mimic.",441,Keen Eye,Tangled Feet,Big Pecks,Music Note Pokémon
442,Spiritomb,,Ghost,Dark,50,92,108,92,108,35,Purple,4,4,1.0,108.0,Blob,0,"It lays curses by thinking wicked thoughts. Writings tell that this
Pokémon was born out of the assembly of five score and eight
malevolent spirits.",442,Pressure,,Infiltrator,Forbidden Pokémon
443,Gible,,Dragon,Ground,58,70,45,40,45,42,Blue,4,4,0.7,20.5,Upright,0,"It nests in caves untouched by sunlight. Its sharp teeth may fall
out when worn away or after an impact, but they regrow within
a few days.",443,Sand Veil,,Rough Skin,Land Shark Pokémon
444,Gabite,,Dragon,Ground,68,90,65,50,55,82,Blue,4,4,1.4,56.0,Upright,0,"Though Gabite are usually of a violent disposition, when I gave
one a glass bead it had been eyeing covetously, it suddenly
became quite docile.",444,Sand Veil,,Rough Skin,Cave Pokémon
445,Garchomp,,Dragon,Ground,108,130,95,80,85,102,Blue,4,4,1.9,95.0,Upright,0,"Soars across the heavens at blinding speed—a magnificent sight!
It has a feral disposition. Utmost caution is required if one
meets a Garchomp out in the wilds.",445,Sand Veil,,Rough Skin,Mach Pokémon
445,Garchomp,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,Blue,6,4,1.9,95.0,Upright,1,Its disposition is more vicious than before its Mega Evolution. Garchomp carves its opponents up with the scythes on both arms.,10058,Sand Force,,,Mach Pokémon
446,Munchlax,,Normal,,135,85,40,40,85,5,Black,4,1,0.6,105.0,Humanoid,0,"Its robust stomach allows it to nonchalantly devour even rotted
matter. It pays frequent visits to villages, seeking out food
scraps intended for compost.",446,Pickup,Thick Fat,Gluttony,Big Eater Pokémon
447,Riolu,,Fighting,,40,70,40,35,40,60,Blue,4,1,0.7,20.2,Upright,0,"Though infantile in appearance, it has the mysterious ability to
read the minds of humans. The pure of heart are met with
Riolu's approval, while those of ill nature earn only its loathing.",447,Steadfast,Inner Focus,Prankster,Emanation Pokémon
448,Lucario,,Fighting,Steel,70,110,70,115,70,90,Blue,4,1,1.2,54.0,Upright,0,"A most gallant-looking creature. It emits energy waves and
controls them with precision, using them to sense even faraway
beings. I have given the name ”aura” to this power.",448,Steadfast,Inner Focus,Justified,Aura Pokémon
448,Lucario,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,Blue,6,1,1.3,57.5,Upright,1,"Bathed in explosive energy, its combative instincts have awakened. For its enemies, it has no mercy whatsoever.",10059,Adaptability,,,Aura Pokémon
449,Hippopotas,,Ground,,68,72,78,38,42,32,Brown,4,4,0.8,49.5,Quadruped,0,"Though large and languid, Hippopotas is difficult to detect
due to its tendency to burrow into and lurk beneath the soil.
When agitated or excited, it expels sand from its nostrils.",449,Sand Stream,,Sand Force,Hippo Pokémon
450,Hippowdon,,Ground,,108,112,118,68,72,47,Brown,4,4,2.0,300.0,Quadruped,0,"Short-tempered and easily moved to violence. It whips up
whirlwinds of sand to crush its foes' spirits, then goes in for
the attack.",450,Sand Stream,,Sand Force,Heavyweight Pokémon
451,Skorupi,,Poison,Bug,40,50,90,30,55,65,Purple,4,4,0.8,12.0,Armor,0,"Its claws are not only razor-sharp but poisonous, making Skorupi
a highly dangerous Pokémon. It seems to be weakened by cold
temperatures, however.",451,Battle Armor,Sniper,Keen Eye,Scorpion Pokémon
452,Drapion,,Poison,Dark,70,90,110,60,75,95,Purple,4,4,1.3,61.5,Armor,0,"Has a brutish, ferocious temperament. With immense strength
and a sturdy shell off which swords will bounce, it rampages
about and wreaks havoc.",452,Battle Armor,Sniper,Keen Eye,Ogre Scorpion Pokémon
453,Croagunk,,Poison,Fighting,48,61,40,61,40,50,Blue,4,4,0.7,23.0,Humanoid,0,"A poison wielder with a dastardly personality. Despite such
qualities, this species is afforded a measure of popularity due
to its peculiar cry and comical features.",453,Anticipation,Dry Skin,Poison Touch,Toxic Mouth Pokémon
454,Toxicroak,,Poison,Fighting,83,106,65,86,65,85,Blue,4,4,1.3,44.4,Humanoid,0,"Its crimson claws contain a virulent toxin. This toxin can be made
into a tonic by diluting it, mixing it with several types of wild
grass, and boiling it down over two days.",454,Anticipation,Dry Skin,Poison Touch,Toxic Mouth Pokémon
455,Carnivine,,Grass,,74,100,72,90,72,46,Green,4,4,1.4,27.0,Tentacles,0,"Though this is a plant Pokémon, it has a gluttonous and unruly
temperament. Carnivine attacks its prey with its cavernous maw
wide open.",455,Levitate,,,Bug Catcher Pokémon
456,Finneon,,Water,,49,49,56,49,61,66,Blue,4,4,0.4,7.0,Fish,0,"What a gorgeous sight this Pokémon is as it swims with its long,
pink-painted caudal fins fluttering behind it. Finneon's beautiful
appearance has led to its nickname: ”finery fish.”",456,Swift Swim,Storm Drain,Water Veil,Wing Fish Pokémon
457,Lumineon,,Water,,69,69,76,69,86,91,Blue,4,4,1.2,24.0,Fish,0,"Uses its gleaming fins to hunt its prey. The view of Lumineon
schooling near the surface of the sea at night is breathtaking—
it's as though there were shining stars right there.",457,Swift Swim,Storm Drain,Water Veil,Neon Pokémon
458,Mantyke,,Water,Flying,45,20,50,60,120,50,Blue,4,4,1.0,65.0,Wings,0,"Though ball-like in shape, this Pokémon is a proficient swimmer.
I have discovered that if a Mantyke spends much time with
schools of Remoraid, it will eventually achieve evolution.",458,Swift Swim,Water Absorb,Water Veil,Kite Pokémon
459,Snover,,Grass,Ice,60,62,50,62,60,40,White,4,4,1.0,50.5,Upright,0,"One is likely to encounter this Pokémon while out in the snow.
There are stories of Snover appearing in human settlements but
doing no harm—rather, they bond with the children.",459,Snow Warning,,Soundproof,Frost Tree Pokémon
460,Abomasnow,,Grass,Ice,90,92,75,92,85,60,White,4,4,2.2,135.5,Upright,0,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,460,Snow Warning,,Soundproof,Frost Tree Pokémon
460,Abomasnow,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,White,6,4,2.7,185.0,Upright,1,"A powerful Pokémon that can split huge boulders with ease.
Dislikes associating with others and chooses to live quietly deep
within the mountains, playing with the snow.",10160,Snow Warning,,,Frost Tree Pokémon
461,Weavile,,Dark,Ice,70,120,65,45,85,125,Black,4,4,1.1,34.0,Upright,0,"This species corners prey as a pack, under the guidance of
a leader. Weavile displays increased cunning, leading me to
speculate that its evolution caused further brain development.",461,Pressure,,Pickpocket,Sharp Claw Pokémon
462,Magnezone,,Electric,Steel,70,70,115,130,90,60,Gray,4,-1,1.2,180.0,Arms,0,"I theorize that a special magnetic field influenced this Pokémon,
changing its molecular structure and causing it to evolve. It emits
strange radio waves toward space from its antenna.",462,Magnet Pull,Sturdy,Analytic,Magnet Area Pokémon
463,Lickilicky,,Normal,,110,85,95,80,95,50,Pink,4,4,1.7,140.0,Humanoid,0,"Its tongue can extend and contract freely, and it is capable of
reaching lengths over 10 times Lickilicky's height. Beware of the
saliva, as it contains corrosive elements.",463,Own Tempo,Oblivious,Cloud Nine,Licking Pokémon
464,Rhyperior,,Ground,Rock,115,140,130,55,55,40,Gray,4,4,2.4,282.8,Upright,0,"This Pokémon evolved through use of a curious item. Its rocklike
hide is composed of a mysterious substance and can withstand a
blow from a masterwork sword with nary a scratch.",464,Lightning Rod,Solid Rock,Reckless,Drill Pokémon
465,Tangrowth,,Grass,,100,100,125,110,50,50,Blue,4,4,2.0,128.6,Humanoid,0,"Draped with long vines, it resembles a shrub in appearance.
It swings bundles of vines as though they were arms, wrapping
them around prey to ensnare them.",465,Chlorophyll,Leaf Guard,Regenerator,Vine Pokémon
466,Electivire,,Electric,,75,123,67,95,85,95,Yellow,4,2,1.8,138.6,Upright,0,"Its evolution was induced by an unusual item, and its electrical
output rises along with its heart rate. From its tails, it can
unleash an electric current measuring 20,000 volts.",466,Motor Drive,,Vital Spirit,Thunderbolt Pokémon
467,Magmortar,,Fire,,75,95,67,125,95,83,Red,4,2,1.6,68.0,Upright,0,"Use of a strange item caused this Pokémon to evolve. Fireballs
launched from the ends of its tubelike arms are hot enough to
melt an iron pot in an instant.",467,Flame Body,,Vital Spirit,Blast Pokémon
468,Togekiss,,Fairy,Flying,85,50,95,120,115,80,White,4,1,1.5,38.0,Wings,0,"Scant few have ever sighted this Pokémon. After studying what
literature remains, I am certain Togekiss will reveal itself when
peace reigns in the land.",468,Hustle,Serene Grace,Super Luck,Jubilee Pokémon
469,Yanmega,,Bug,Flying,86,76,86,116,56,95,Green,4,4,1.9,51.5,Bug wings,0,"Extremely violent. When hunting, it wastes none of its energy,
aiming only for prey's most vulnerable spots. Any who manage
to tame this Pokémon must be of incredible bravery.",469,Speed Boost,Tinted Lens,Frisk,Ogre Darner Pokémon
470,Leafeon,,Grass,,65,110,130,60,65,95,Green,4,1,1.0,25.5,Quadruped,0,"Cells similar to those of plants have been found in its fur.
Its hard tail can fell a large tree with one stroke, and the tail's
sharpness exceeds even that of a sword crafted by a master.",470,Leaf Guard,,Chlorophyll,Verdant Pokémon
471,Glaceon,,Ice,,65,60,110,130,95,65,Blue,4,1,0.8,25.9,Quadruped,0,"Glaceon is able to lower its body temperature very quickly.
It freezes the atmosphere, creating diamond dust that glitters
like gems while it flutters and dances around.",471,Snow Cloak,,Ice Body,Fresh Snow Pokémon
472,Gliscor,,Ground,Flying,75,95,125,45,75,95,Purple,4,4,2.0,42.5,Wings,0,"It glides soundlessly on pitch-black wings and sinks sharp fangs
into the throat of its prey. It takes on a look of satisfaction once
it has entirely drained its prey of blood.",472,Hyper Cutter,Sand Veil,Poison Heal,Fang Scorpion Pokémon
473,Mamoswine,,Ice,Ground,110,130,80,70,60,80,Brown,4,4,2.5,291.0,Quadruped,0,"This species reached its zenith during the period known as the
ice age. I suspect that Hisui's frigid climate is in harmony with
Mamoswine's constitution, thus awakening hidden potential.",473,Oblivious,Snow Cloak,Thick Fat,Twin Tusk Pokémon
474,Porygon-Z,,Normal,,85,80,70,135,75,90,Red,4,-1,0.9,34.0,Arms,0,"A curious item induced this evolution. The Pokémon's offensive
capabilities have greatly increased, but the strangeness of its
behavior has magnified in equal measure. This worries me.",474,Adaptability,Download,Analytic,Virtual Pokémon
475,Gallade,,Psychic,Fighting,68,125,65,65,115,80,White,4,0,1.6,52.0,Humanoid,0,"Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.",475,Steadfast,Sharpness,Justified,Blade Pokémon
475,Gallade,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,White,6,0,1.6,56.4,Humanoid,1,"The blades extending from its elbows are sharper than the
finest swords. Its swordsmanship, albeit self-taught, is
astonishingly impressive.",10170,Inner Focus,,,Blade Pokémon
476,Probopass,,Rock,Steel,60,55,145,75,150,40,Gray,4,4,1.4,340.0,Heads,0,"It is able to emit powerful magnetism, allowing it control over
the iron sand that forms its luscious mustache. Using this iron
sand, Probopass forms hard stones with which it smites its prey.",476,Sturdy,Magnet Pull,Sand Force,Compass Pokémon
477,Dusknoir,,Ghost,,45,100,135,65,135,45,Black,4,4,2.2,106.6,Arms,0,"Comes to those whose lives have come to an end and escorts
their souls to the afterlife. Known to mistakenly take the souls of
those who yet have life left in them, albeit rarely.",477,Pressure,,Frisk,Gripper Pokémon
478,Froslass,,Ice,Ghost,70,80,70,80,70,110,White,4,8,1.3,26.6,Arms,0,"A Pokémon inhabited by the soul of a woman who died bearing
a grudge in the snowy mountains. Legends of Froslass placing
deathly curses on misbehaving men send shivers down my spine.",478,Snow Cloak,,Cursed Body,Snow Land Pokémon
479,Rotom,,Electric,Ghost,50,50,77,95,77,91,Red,4,-1,0.3,0.3,Ball,0,"This bizarre Pokémon appears to be a will-o'-the-wisp powered
by electricity. Be wary, as Rotom is both smart and mischievous.",479,Levitate,,,Plasma Pokémon
479,Rotom,Heat Rotom,Electric,Fire,50,65,107,105,107,86,Red,4,-1,0.3,0.3,Ball,1,This Rotom has possessed a convection microwave oven that uses a special motor. It also has a flair for manipulating flames.,10008,Levitate,,,Plasma Pokémon
479,Rotom,Wash Rotom,Electric,Water,50,65,107,105,107,86,Red,4,-1,0.3,0.3,Ball,2,This Rotom has possessed a washing machine that uses a special motor. It blasts out water to get enemies to back down.,10009,Levitate,,,Plasma Pokémon
479,Rotom,Frost Rotom,Electric,Ice,50,65,107,105,107,86,Red,4,-1,0.3,0.3,Ball,3,Rotom assumes this form when it takes over a refrigerator powered by a special motor. It battles by spewing cold air.,10010,Levitate,,,Plasma Pokémon
479,Rotom,Fan Rotom,Electric,Flying,50,65,107,105,107,86,Red,4,-1,0.3,0.3,Ball,4,This Rotom has taken over a fan that has a special motor. Its gusts of wind blow its opponents away!,10011,Levitate,,,Plasma Pokémon
479,Rotom,Mow Rotom,Electric,Grass,50,65,107,105,107,86,Red,4,-1,0.3,0.3,Ball,5,"This is Rotom after it's seized control of a lawn mower that has a special motor. As it mows down grass, it scatters the clippings everywhere.",10012,Levitate,,,Plasma Pokémon
480,Uxie,,Psychic,,75,75,130,75,130,95,Yellow,4,-1,0.3,0.3,Upright,0,"A Pokémon feared but also respected for stealing away the
memories of evildoers. I have found records that suggest Uxie
holds dominion over knowledge.",480,Levitate,,,Knowledge Pokémon
481,Mesprit,,Psychic,,80,105,105,105,105,80,Pink,4,-1,0.3,0.3,Upright,0,"Known as the Being of Emotion. In legend, this Pokémon was
feared, as any who showed disrespect would have their
emotions thrown into disarray.",481,Levitate,,,Emotion Pokémon
482,Azelf,,Psychic,,75,125,70,125,70,115,Blue,4,-1,0.3,0.3,Upright,0,"The dreaded Being of Willpower. Legends tell of this Pokémon
manipulating the will of its adversaries and turning them into
puppets of its own.",482,Levitate,,,Willpower Pokémon
483,Dialga,,Steel,Dragon,100,120,120,150,100,90,White,4,-1,5.4,683.0,Quadruped,0,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,483,Pressure,,Telepathy,Temporal Pokémon
483,Dialga,Origin Dialga,Steel,Dragon,100,100,120,150,120,90,Blue,8,-1,7.0,850.0,Quadruped,1,Radiant light caused Dialga to take on a form bearing a striking resemblance to the creator Pokémon. Dialga now wields such colossal strength that one must conclude this is its true form.,10245,Pressure,,Telepathy,Temporal Pokémon
484,Palkia,,Water,Dragon,90,120,100,150,120,100,Purple,4,-1,4.2,336.0,Upright,0,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,484,Pressure,,Telepathy,Spatial Pokémon
484,Palkia,Origin Palkia,Water,Dragon,90,100,100,150,120,120,Purple,8,-1,6.3,660.0,Quadruped,1,It soars across the sky in a form that greatly resembles the creator of all things. Perhaps this imitation of appearance is Palkia's strategy for gaining Arceus's powers.,10246,Pressure,,Telepathy,Spatial Pokémon
485,Heatran,,Fire,Steel,91,90,106,130,106,77,Brown,4,4,1.7,430.0,Quadruped,0,"Stories tell of this Pokémon being birthed from the boiling
magma within Mount Coronet. Its molten-steel body holds
many mysteries.",485,Flash Fire,,Flame Body,Lava Dome Pokémon
486,Regigigas,,Normal,,110,160,110,80,110,100,White,4,-1,3.7,420.0,Humanoid,0,"According to legend, Regigigas pulled landmasses together and
bound them with rope to create the continent of Hisui. Though I
have my doubts, the story could well contain a shred of truth.",486,Slow Start,,,Colossal Pokémon
487,Giratina,Altered Giratina,Ghost,Dragon,150,100,120,100,120,90,Black,4,-1,4.5,750.0,Tentacles,0,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",487,Pressure,,Telepathy,Renegade Pokémon
487,Giratina,Origin Giratina,Ghost,Dragon,150,120,100,120,100,90,Black,4,-1,6.9,650.0,Squiggle,1,"Giratina loses its legs upon changing into this form. I believe this Pokémon must hail from a world where the heavens and the earth are as one, though I have no way of proving it.",10007,Levitate,,,Renegade Pokémon
488,Cresselia,,Psychic,,120,70,110,75,120,85,Yellow,4,8,1.5,85.6,Squiggle,0,"Cresselia is reminiscent of the crescent moon. It leaves a brilliant
line of light in its wake as it flies across the night sky. I daresay
it resembles the heavenly maiden who created the Milky Way.",488,Levitate,,,Lunar Pokémon
489,Phione,,Water,,80,80,80,80,80,80,Blue,4,-1,0.4,3.1,Arms,0,"Can be seen floating offshore during seasons when the seas are
warm. Its azure body blends in with the ocean waters—logic
suggests this is a defense mechanism against natural predators.",489,Hydration,,,Sea Drifter Pokémon
490,Manaphy,,Water,,100,100,100,100,100,100,Blue,4,-1,0.3,1.4,Humanoid,0,"Rumored to migrate across the oceans and visit Hisui's coastal
waters only rarely. Although Manaphy resembles Phione, it is
also quite different. The relation between the two is unclear.",490,Hydration,,,Seafaring Pokémon
491,Darkrai,,Dark,,70,90,90,135,90,125,Black,4,-1,1.5,50.5,Humanoid,0,"On a moonless night, a strange incident occurred in which every
one of a village's inhabitants suffered nightmares. The villagers
attested that Darkrai appeared before them in these nightmares.",491,Bad Dreams,,,Pitch-Black Pokémon
492,Shaymin,Land Shaymin,Grass,,100,100,100,100,100,100,Green,4,-1,0.2,2.1,Quadruped,0,"When the turning of seasons brings the cruel winter to its end
and the joyous people give thanks to the heavens, Shaymin
appears and covers the withered land with flowers.",492,Natural Cure,,,Gratitude Pokémon
492,Shaymin,Sky Shaymin,Grass,Flying,100,103,75,120,75,127,Green,4,-1,0.4,5.2,Quadruped,1,"Upon taking in the scent of a particular rare flower, Shaymin is enveloped in light, and its tiny body transforms. I took a whiff of the flower myself, but alas, my body remained unchanged.",10006,Serene Grace,,,Gratitude Pokémon
493,Arceus,,Normal,,120,120,120,120,120,120,White,4,-1,3.2,320.0,Quadruped,0,"It is the heavenly fount from which pours the light that shines
across Hisui. Its luminance guides and protects all Pokémon.
Hisuian mythology states that Arceus is the creator of all things.",493,Multitype,,,Alpha Pokémon
494,Victini,,Psychic,Fire,100,100,100,100,100,100,Yellow,5,-1,0.4,4.0,Humanoid,0,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power.",494,Victory Star,,,Victory Pokémon
495,Snivy,,Grass,,45,45,55,45,55,63,Green,5,1,0.6,8.1,Upright,0,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop.",495,Overgrow,,Contrary,Grass Snake Pokémon
496,Servine,,Grass,,60,60,75,60,75,83,Green,5,1,0.8,16.0,Upright,0,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean.",496,Overgrow,,Contrary,Grass Snake Pokémon
497,Serperior,,Grass,,75,75,95,75,95,113,Green,5,1,3.3,63.0,Squiggle,0,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally.",497,Overgrow,,Contrary,Regal Pokémon
498,Tepig,,Fire,,65,63,45,45,45,45,Red,5,1,0.5,9.9,Quadruped,0,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp.",498,Blaze,,Thick Fat,Fire Pig Pokémon
499,Pignite,,Fire,Fighting,90,93,55,70,55,55,Red,5,1,1.0,55.5,Upright,0,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke.",499,Blaze,,Thick Fat,Fire Pig Pokémon
500,Emboar,,Fire,Fighting,110,123,65,100,65,65,Red,5,1,1.6,150.0,Upright,0,"It has mastered fast and powerful fighting moves.
It grows a beard of fire.",500,Blaze,,Reckless,Mega Fire Pig Pokémon
501,Oshawott,,Water,,55,55,45,63,45,45,Blue,5,1,0.5,5.9,Upright,0,"This Pokémon from the Unova region uses the shell on its belly
as a weapon to cut down its foes. Thus, I've conferred upon this
shell the name ”scalchop”.",501,Torrent,,Shell Armor,Sea Otter Pokémon
502,Dewott,,Water,,75,75,60,83,60,60,Blue,5,1,0.8,24.5,Upright,0,"Its exquisite double-scalchop technique is likely the result of
daily training, and it can send even masters of the blade fleeing
in defeat.",502,Torrent,,Shell Armor,Discipline Pokémon
503,Samurott,,Water,,95,100,85,108,70,70,Blue,5,1,1.5,94.6,Quadruped,0,"A master of a sword-drawing art called iaijutsu, Samurott settles its battles with a single swing of either large sword sheathed in its foreleg armor.",503,Torrent,,Shell Armor,Formidable Pokémon
503,Samurott,Hisuian Samurott,Water,Dark,90,108,80,100,65,85,Blue,8,1,1.5,58.2,Quadruped,1,"Hard of heart and deft of blade, this rare form of Samurott is
a product of the Pokémon's evolution in the region of Hisui. Its
turbulent blows crash into foes like ceaseless pounding waves.",10236,Torrent,,Sharpness,Formidable Pokémon
504,Patrat,,Normal,,45,55,39,35,39,42,Brown,5,4,0.5,11.6,Quadruped,0,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind.",504,Run Away,Keen Eye,Analytic,Scout Pokémon
505,Watchog,,Normal,,60,85,69,60,69,77,Brown,5,4,1.1,27.0,Upright,0,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches.",505,Illuminate,Keen Eye,Analytic,Lookout Pokémon
506,Lillipup,,Normal,,45,60,45,25,45,55,Brown,5,4,0.4,4.1,Quadruped,0,"This Pokémon is far brighter than the average
child, and Lillipup won’t forget the love it
receives or any abuse it suffers.",506,Vital Spirit,Pickup,Run Away,Puppy Pokémon
507,Herdier,,Normal,,65,80,65,35,65,60,Gray,5,4,0.9,14.7,Quadruped,0,"The black fur that covers this Pokémon’s body
is dense and springy. Even sharp fangs bounce
right off.",507,Intimidate,Sand Rush,Scrappy,Loyal Dog Pokémon
508,Stoutland,,Normal,,85,110,90,45,90,80,Gray,5,4,1.2,61.0,Quadruped,0,"Stoutland is immensely proud of its impressive
moustache. It’s said that moustache length is what
determines social standing among this species.",508,Intimidate,Sand Rush,Scrappy,Big-Hearted Pokémon
509,Purrloin,,Dark,,41,50,37,50,37,66,Purple,5,4,0.4,10.1,Quadruped,0,"Opponents that get drawn in by its adorable
behavior come away with stinging scratches from
its claws and stinging pride from its laughter.",509,Limber,Unburden,Prankster,Devious Pokémon
510,Liepard,,Dark,,64,88,50,88,50,106,Purple,5,4,1.1,37.5,Quadruped,0,"This stealthy Pokémon sneaks up behind prey
without making any sound at all. It competes with
Thievul for territory.",510,Limber,Unburden,Prankster,Cruel Pokémon
